訂單編號,產品系列,數量,預估交期
B0106849,Unknown,1.0,2019-08-30
A0202466,Unknown,50400.0,2019-08-30
T1190303,Unknown,2.0,2019-09-01
T1190302,Unknown,2.0,2019-09-01
B0106455,GIGE,2.0,2019-09-02
B0107375,USB3.0,1.0,2019-09-02
B0201230,其他,70.0,2019-09-02
B0107588,Unknown,1.0,2019-09-02
C2402088,Unknown,83.0,2019-09-02
T1190360,Unknown,20.0,2019-09-03
B0201230,其他,209.0,2019-09-04
C1803128,Unknown,20000.0,2019-09-04
C3001011,Unknown,200.0,2019-09-04
FFS00001,Unknown,1.0,2019-09-04
FFS00001,Unknown,1.0,2019-09-04
T1190351,Unknown,10.0,2019-09-04
T1190364,Unknown,10.0,2019-09-04
B0106862,USB3.0,32.0,2019-09-05
B0107185,USB3.0,6.0,2019-09-05
T1190287,Unknown,2.0,2019-09-05
A0202706,Unknown,1000.0,2019-09-05
C2402131,Unknown,200.0,2019-09-05
A0202580,Unknown,5000.0,2019-09-05
HQPF01,Unknown,2.0,2019-09-05
A0202649,Unknown,5000.0,2019-09-05
T1190355,Unknown,5.0,2019-09-05
A0202750,Unknown,1000.0,2019-09-05
A0202457,Unknown,4160.0,2019-09-05
A0202430,Unknown,5200.0,2019-09-05
A0202587,Unknown,10000.0,2019-09-05
B0107496,Unknown,1.0,2019-09-05
A0202466,Unknown,25200.0,2019-09-05
T1190266,Unknown,1.0,2019-09-05
B0107074,GIGE,1.0,2019-09-06
B0107560,GIGE,195.0,2019-09-06
B0107242,GIGE,18.0,2019-09-06
B0106773,GIGE,850.0,2019-09-06
B0106742,GIGE,60.0,2019-09-06
B0107157,GIGE,2.0,2019-09-06
B0107487,USB3.0,4.0,2019-09-06
B0106750,其他,80.0,2019-09-06
T1190358,Unknown,1.0,2019-09-06
T1190371,Unknown,2.0,2019-09-06
T1190359,Unknown,2.0,2019-09-06
T1190291,Unknown,7.0,2019-09-06
T1190341,Unknown,1.0,2019-09-06
T1190156,Unknown,20.0,2019-09-06
B0107194,USB2.0,10000.0,2019-09-09
B0107570,USB3.0,34.0,2019-09-09
B0107567,USB3.0,54.0,2019-09-09
B0107538,USB3.0,20.0,2019-09-09
B0201197,USB3.0(TYPE C),1010.0,2019-09-09
A0516014,Unknown,600.0,2019-09-09
C3001011,Unknown,1000.0,2019-09-09
A0516015,Unknown,600.0,2019-09-09
D19G2031,Unknown,1.0,2019-09-09
C2402088,Unknown,1000.0,2019-09-09
A0516290,Unknown,600.0,2019-09-09
D19G2030,Unknown,1.0,2019-09-09
A0516292,Unknown,600.0,2019-09-09
T1190352,Unknown,10.0,2019-09-09
A0516016,Unknown,600.0,2019-09-09
A0516291,Unknown,600.0,2019-09-09
B0107078,USB3.0,1.0,2019-09-10
A0504104,Unknown,500.0,2019-09-10
A0202409,Unknown,2700.0,2019-09-10
A0505018,Unknown,500.0,2019-09-10
B0107049,其他,35.0,2019-09-11
B0106285,其他,10.0,2019-09-11
A0202677,Unknown,5000.0,2019-09-11
A0202430,Unknown,7800.0,2019-09-11
A0202457,Unknown,7800.0,2019-09-11
T1190372,Unknown,2.0,2019-09-11
T1190014,Unknown,5.0,2019-09-11
T1190350,Unknown,40.0,2019-09-11
A0202668,Unknown,1000.0,2019-09-11
T1190373,Unknown,2.0,2019-09-11
A0202751,Unknown,300.0,2019-09-11
T1190307,Unknown,80.0,2019-09-11
A0202429,Unknown,6000.0,2019-09-11
A0202595,Unknown,7000.0,2019-09-11
A0202751,Unknown,200.0,2019-09-11
B0106746,GIGE,4.0,2019-09-12
B0106862,USB3.0,32.0,2019-09-12
T1190277,Unknown,1.0,2019-09-12
T1190278,Unknown,1.0,2019-09-12
T1190272,Unknown,1.0,2019-09-12
T1190271,Unknown,1.0,2019-09-12
T1190280,Unknown,1.0,2019-09-12
T1190270,Unknown,1.0,2019-09-12
T1190273,Unknown,1.0,2019-09-12
T1190282,Unknown,1.0,2019-09-12
T1190281,Unknown,1.0,2019-09-12
T2190049,Unknown,50.0,2019-09-12
T1190269,Unknown,1.0,2019-09-12
T1190276,Unknown,1.0,2019-09-12
E19G1007,Unknown,1.0,2019-09-12
T1190275,Unknown,1.0,2019-09-12
B0106742,GIGE,70.0,2019-09-16
B0105414,USB2.0,250.0,2019-09-16
B0107286,USB3.0,1.0,2019-09-16
B0107141,USB3.0,60.0,2019-09-16
B0107082,USB3.0,50.0,2019-09-16
B0107185,USB3.0,76.0,2019-09-16
B0106847,USB3.0,100.0,2019-09-16
B0107473,USB3.0,300.0,2019-09-16
B0107177,USB3.0,500.0,2019-09-16
B0107028,USB3.0,226.0,2019-09-16
B0107427,USB3.0,35.0,2019-09-16
B0107078,USB3.0,15.0,2019-09-16
B0107029,USB3.0,233.0,2019-09-16
B0105354,其他,150.0,2019-09-16
B0105497,其他,100.0,2019-09-16
B0107578,其他,25.0,2019-09-16
B0106854,其他,100.0,2019-09-16
B0101094,其他,200.0,2019-09-16
B0301041,其他,1000.0,2019-09-16
B0106906,其他,560.0,2019-09-16
B0105992,其他,5000.0,2019-09-16
B0106139,其他,78.0,2019-09-16
B0105992,其他,500.0,2019-09-16
B0107049,其他,114.0,2019-09-16
B0105496,其他,50.0,2019-09-16
B0301095,其他,1000.0,2019-09-16
B0301138,其他,100.0,2019-09-16
B0301096,其他,1000.0,2019-09-16
B0102123,其他,2000.0,2019-09-16
B0101647,其他,50.0,2019-09-16
C2001643,Unknown,5600.0,2019-09-16
C2401006,Unknown,2000.0,2019-09-16
T1190368,Unknown,20.0,2019-09-16
C2402088,Unknown,2000.0,2019-09-16
HQPF01,Unknown,4.0,2019-09-16
T1190357,Unknown,8.0,2019-09-16
T1190229,Unknown,4.0,2019-09-16
B0107548,Unknown,4.0,2019-09-16
C1801164,Unknown,10000.0,2019-09-16
T2190040,Unknown,3.0,2019-09-16
C3003007,Unknown,1000.0,2019-09-16
T1190049,Unknown,10.0,2019-09-16
C1804127,Unknown,4000.0,2019-09-16
C2402088,Unknown,500.0,2019-09-16
C2001623,Unknown,6600.0,2019-09-16
B0301141,Unknown,10.0,2019-09-16
T1190328,Unknown,12.0,2019-09-16
T2190047,Unknown,600.0,2019-09-16
B0107046,Unknown,10.0,2019-09-16
C2901006,Unknown,1000.0,2019-09-16
B0107496,Unknown,2.0,2019-09-16
T1190336,Unknown,4.0,2019-09-16
B0106896,其他,1900.0,2019-09-17
MAC00001,Unknown,4.0,2019-09-17
T1190356,Unknown,13.0,2019-09-17
B0106263,GIGE,6.0,2019-09-19
B0106797,USB2.0,13650.0,2019-09-19
B0107274,USB2.0,10000.0,2019-09-19
B0105990,USB2.0,69875.0,2019-09-19
B0201200,USB3.0(TYPE C),2000.0,2019-09-19
B0106297,其他,3000.0,2019-09-19
B0106169,其他,1200.0,2019-09-19
B0101957,其他,22800.0,2019-09-19
B0105951,其他,4050.0,2019-09-19
B0105934,其他,10000.0,2019-09-19
B0105992,其他,40500.0,2019-09-19
B0105340,其他,4200.0,2019-09-19
B0107173,其他,5100.0,2019-09-19
A0612849,Unknown,500.0,2019-09-19
C1502053,Unknown,20400.0,2019-09-19
A0514184,Unknown,3520.0,2019-09-19
C0708004,Unknown,1000.0,2019-09-19
A0902199,Unknown,1000.0,2019-09-19
A0202747,Unknown,1000.0,2019-09-19
A0202511,Unknown,1000.0,2019-09-19
A0801048,Unknown,1000.0,2019-09-19
A0202430,Unknown,14560.0,2019-09-19
C1804137,Unknown,50000.0,2019-09-19
C1502054,Unknown,66000.0,2019-09-19
A0202586,Unknown,11088.0,2019-09-19
C0104276,Unknown,2000.0,2019-09-19
C1502056,Unknown,200000.0,2019-09-19
A0202668,Unknown,1500.0,2019-09-19
C1806022,Unknown,100000.0,2019-09-19
A0204346,Unknown,5000.0,2019-09-19
B0107421,Unknown,50.0,2019-09-19
B0106746,GIGE,27.0,2019-09-20
B0106773,GIGE,400.0,2019-09-20
B0106742,GIGE,150.0,2019-09-20
B0106774,GIGE,13.0,2019-09-20
B0106743,GIGE,2.0,2019-09-20
B0107374,USB2.0,5.0,2019-09-20
B0201220,USB2.0(TYPE C),5.0,2019-09-20
B0107593,USB3.0,200.0,2019-09-20
B0107485,USB3.0,16.0,2019-09-20
B0107536,USB3.0,300.0,2019-09-20
B0107537,USB3.0,100.0,2019-09-20
B0107082,USB3.0,50.0,2019-09-20
B0106750,其他,40.0,2019-09-20
B0201237,Unknown,1.0,2019-09-20
B0106745,Unknown,14.0,2019-09-20
A0520071,Unknown,300.0,2019-09-20
T1190383,Unknown,3.0,2019-09-20
B0107052,Unknown,1.0,2019-09-20
T1190362,Unknown,9.0,2019-09-20
T1190376,Unknown,3.0,2019-09-20
T1190361,Unknown,9.0,2019-09-20
T1190382,Unknown,3.0,2019-09-20
T1190384,Unknown,3.0,2019-09-20
T1190385,Unknown,3.0,2019-09-20
B0106746,GIGE,24.0,2019-09-23
B0107182,其他,40.0,2019-09-23
B0201230,其他,357.0,2019-09-23
C1801103,Unknown,5000.0,2019-09-23
C2401005,Unknown,100.0,2019-09-23
T2190046,Unknown,30.0,2019-09-23
T1190115,Unknown,31.0,2019-09-23
T2190045,Unknown,30.0,2019-09-23
C2402050,Unknown,8000.0,2019-09-23
A0205049,Unknown,10000.0,2019-09-23
B0107588,Unknown,2.0,2019-09-23
B0102362,其他,5000.0,2019-09-24
A0202472,Unknown,200.0,2019-09-24
A0202383,Unknown,1000.0,2019-09-24
A0202409,Unknown,2700.0,2019-09-24
A0202466,Unknown,33600.0,2019-09-24
C3301019,Unknown,100.0,2019-09-24
A0202505,Unknown,3000.0,2019-09-24
A0202751,Unknown,1000.0,2019-09-24
A0202692,Unknown,840.0,2019-09-24
C3301019,Unknown,900.0,2019-09-24
B0107157,GIGE,10.0,2019-09-25
B0106774,GIGE,21.0,2019-09-25
B0107073,GIGE,6.0,2019-09-25
B0107571,GIGE,30.0,2019-09-25
B0107467,GIGE,1.0,2019-09-25
B0106773,GIGE,600.0,2019-09-25
B0106742,GIGE,110.0,2019-09-25
B0106746,GIGE,650.0,2019-09-25
B0107262,USB3.0,200.0,2019-09-25
B0107286,USB3.0,14.0,2019-09-25
B0106864,USB3.0,300.0,2019-09-25
B0107198,USB3.0,500.0,2019-09-25
B0107209,USB3.0,80.0,2019-09-25
T1190379,Unknown,1.0,2019-09-25
T2190051,Unknown,5.0,2019-09-25
B0201237,Unknown,1.0,2019-09-25
T1190274,Unknown,1.0,2019-09-25
T1190284,Unknown,1.0,2019-09-25
T1190279,Unknown,1.0,2019-09-25
B0106746,GIGE,10.0,2019-09-26
B0106455,GIGE,12.0,2019-09-26
B0106774,GIGE,20.0,2019-09-26
B0101165,USB2.0,20000.0,2019-09-26
B0107040,USB3.0,150.0,2019-09-26
B0107594,USB3.0,200.0,2019-09-26
B0106827,USB3.0,200.0,2019-09-26
B0106186,USB3.0,10.0,2019-09-26
B0107138,USB3.0,50.0,2019-09-26
B0106188,USB3.0,400.0,2019-09-26
B0106862,USB3.0,40.0,2019-09-26
B0107031,USB3.0,100.0,2019-09-26
B0107578,其他,250.0,2019-09-26
B0106854,其他,11.0,2019-09-26
B0105822,其他,50.0,2019-09-26
B0105860,其他,100.0,2019-09-26
B0103001,其他,560.0,2019-09-26
B0201230,其他,100.0,2019-09-26
B0106338,其他,5000.0,2019-09-26
C2001691,Unknown,9000.0,2019-09-26
T1190337,Unknown,2.0,2019-09-26
C2001643,Unknown,4200.0,2019-09-26
T1190391,Unknown,4.0,2019-09-26
C2001623,Unknown,10200.0,2019-09-26
T1190115,Unknown,19.0,2019-09-26
T1190348,Unknown,2.0,2019-09-26
T1190346,Unknown,2.0,2019-09-26
C2801007,Unknown,300.0,2019-09-26
T1190013,Unknown,10.0,2019-09-26
T1190274,Unknown,1.0,2019-09-26
B0107008,Unknown,500.0,2019-09-26
T1190389,Unknown,2.0,2019-09-26
B0201146,Unknown,5.0,2019-09-26
T1190359,Unknown,2.0,2019-09-26
T1190347,Unknown,2.0,2019-09-26
B0106378,USB2.0,3000.0,2019-09-27
B0106798,USB2.0,20000.0,2019-09-27
B0106797,USB2.0,3000.0,2019-09-27
B0105990,USB2.0,12375.0,2019-09-27
B0106383,USB2.0,1050.0,2019-09-27
B0201200,USB3.0(TYPE C),1500.0,2019-09-27
B0201201,USB3.0(TYPE C),2000.0,2019-09-27
B0106164,其他,2000.0,2019-09-27
B0106297,其他,17500.0,2019-09-27
B0105934,其他,8000.0,2019-09-27
B0104165,其他,1000.0,2019-09-27
B0107174,其他,10080.0,2019-09-27
B0105992,其他,29750.0,2019-09-27
C1502054,Unknown,42000.0,2019-09-27
C1805059,Unknown,12000.0,2019-09-27
C3204001,Unknown,10000.0,2019-09-27
C1502053,Unknown,20400.0,2019-09-27
C1502064,Unknown,2400.0,2019-09-27
A0202430,Unknown,5200.0,2019-09-28
B0107489,GIGE,20.0,2019-09-30
B0106773,GIGE,12.0,2019-09-30
B0106263,GIGE,6.0,2019-09-30
B0106815,GIGE,100.0,2019-09-30
B0106907,GIGE,200.0,2019-09-30
B0107202,USB3.0,500.0,2019-09-30
B0106186,USB3.0,10.0,2019-09-30
B0106896,其他,1000.0,2019-09-30
B0105934,其他,4000.0,2019-09-30
HQPF01,Unknown,3.0,2019-09-30
T1190374,Unknown,10.0,2019-09-30
T1190375,Unknown,10.0,2019-09-30
T1190387,Unknown,4.0,2019-10-04
B0106455,GIGE,30.0,2019-10-07
B0107567,USB3.0,2.0,2019-10-07
B0107375,USB3.0,35.0,2019-10-07
B0107078,USB3.0,19.0,2019-10-07
B0107570,USB3.0,2.0,2019-10-07
B0106862,USB3.0,119.0,2019-10-07
B0107078,USB3.0,20.0,2019-10-07
B0107049,其他,100.0,2019-10-07
B0106667,其他,100.0,2019-10-07
B0107294,其他,100.0,2019-10-07
B0201236,其他,50.0,2019-10-07
C2402088,Unknown,2000.0,2019-10-07
T1190390,Unknown,20.0,2019-10-07
T1190363,Unknown,2.0,2019-10-07
B0107487,USB3.0,6.0,2019-10-08
B0107078,USB3.0,76.0,2019-10-08
B0107137,USB3.0,6.0,2019-10-08
C2902007,Unknown,291.0,2019-10-08
B0106988,Unknown,6.0,2019-10-08
A0202551,Unknown,5000.0,2019-10-08
T1190367,Unknown,10.0,2019-10-08
A0202692,Unknown,4200.0,2019-10-08
T1190014,Unknown,5.0,2019-10-08
A0202784,Unknown,40.0,2019-10-08
B0106746,GIGE,10.0,2019-10-09
B0107157,GIGE,5.0,2019-10-09
B0107073,GIGE,2.0,2019-10-09
B0106742,GIGE,70.0,2019-10-09
B0106454,GIGE,100.0,2019-10-09
B0107285,USB3.0,8.0,2019-10-09
B0107487,USB3.0,4.0,2019-10-09
B0107262,USB3.0,200.0,2019-10-09
B0107559,USB3.0,8.0,2019-10-09
B0201213,USB3.0(TYPE C),1800.0,2019-10-09
B0201230,其他,153.0,2019-10-09
B0106748,其他,14.0,2019-10-09
C1804102,Unknown,5000.0,2019-10-10
A0202583,Unknown,5000.0,2019-10-12
A0202430,Unknown,6760.0,2019-10-12
A0202429,Unknown,5000.0,2019-10-12
A0202505,Unknown,3640.0,2019-10-12
C1801192,Unknown,10000.0,2019-10-12
T1190381,Unknown,4572.0,2019-10-12
T1190386,Unknown,600.0,2019-10-12
B0107473,USB3.0,300.0,2019-10-14
B0107184,USB3.0,25.0,2019-10-14
B0107177,USB3.0,500.0,2019-10-14
B0107032,USB3.0,100.0,2019-10-14
B0107472,USB3.0,1000.0,2019-10-14
B0106863,USB3.0,50.0,2019-10-14
B0107048,USB3.0,20.0,2019-10-14
B0201125,USB3.0(主動線),10.0,2019-10-14
B0107313,其他,80.0,2019-10-14
B0107312,其他,50.0,2019-10-14
C3003013,Unknown,200.0,2019-10-14
B0101932,Unknown,2.0,2019-10-14
C2901034,Unknown,500.0,2019-10-14
C1801103,Unknown,60000.0,2019-10-14
B0201242,Unknown,8.0,2019-10-14
C2901035,Unknown,500.0,2019-10-14
T1190388,Unknown,1.0,2019-10-14
C1801164,Unknown,50000.0,2019-10-14
B0106960,GIGE,100.0,2019-10-15
B0106908,USB2.0,600.0,2019-10-15
B0106309,其他,615.0,2019-10-15
B0105951,其他,1050.0,2019-10-15
B0106179,其他,25.0,2019-10-15
B0105992,其他,5000.0,2019-10-15
B0105823,其他,50.0,2019-10-15
B0107049,其他,50.0,2019-10-15
B0101550,其他,1000.0,2019-10-15
B0106143,其他,200.0,2019-10-15
B0106180,其他,50.0,2019-10-15
B0106356,Unknown,1000.0,2019-10-15
T1190115,Unknown,9.0,2019-10-15
T1190393,Unknown,50.0,2019-10-15
HQPF01,Unknown,1.0,2019-10-15
B0107624,Unknown,15.0,2019-10-15
C1403007,Unknown,500.0,2019-10-15
C2001643,Unknown,5450.0,2019-10-15
C1804127,Unknown,1000.0,2019-10-15
C2001623,Unknown,8400.0,2019-10-15
T2190057,Unknown,20.0,2019-10-15
B0107442,其他,1.0,2019-10-16
B0107442,其他,1.0,2019-10-16
B0107602,其他,10.0,2019-10-16
A0202587,Unknown,5000.0,2019-10-16
A0202729,Unknown,5000.0,2019-10-16
A0202505,Unknown,1360.0,2019-10-16
B0106263,GIGE,6.0,2019-10-17
B0201222,USB3.0(主動線),10.0,2019-10-17
C1804137,Unknown,30600.0,2019-10-17
T1190394,Unknown,5.0,2019-10-17
C1502053,Unknown,31200.0,2019-10-17
B0106369,Unknown,63.0,2019-10-17
C3103011,Unknown,100.0,2019-10-17
C2801007,Unknown,304.0,2019-10-17
B0106746,GIGE,20.0,2019-10-18
B0107073,GIGE,2.0,2019-10-18
B0106378,USB2.0,8000.0,2019-10-18
B0105990,USB2.0,75250.0,2019-10-18
B0106798,USB2.0,10000.0,2019-10-18
B0106797,USB2.0,10050.0,2019-10-18
B0107274,USB2.0,15000.0,2019-10-18
B0106862,USB3.0,200.0,2019-10-18
B0107323,USB3.0,500.0,2019-10-18
B0201200,USB3.0(TYPE C),2000.0,2019-10-18
B0201213,USB3.0(TYPE C),4200.0,2019-10-18
B0201201,USB3.0(TYPE C),1000.0,2019-10-18
B0105934,其他,24800.0,2019-10-18
B0201230,其他,1.0,2019-10-18
B0201230,其他,10.0,2019-10-18
B0105992,其他,18875.0,2019-10-18
B0101957,其他,19500.0,2019-10-18
B0106297,其他,15500.0,2019-10-18
B0301094,其他,3000.0,2019-10-18
B0301041,其他,1000.0,2019-10-18
B0106285,其他,64.0,2019-10-18
B0106169,其他,1200.0,2019-10-18
C1502053,Unknown,30000.0,2019-10-18
C0104276,Unknown,2000.0,2019-10-18
T1190392,Unknown,25.0,2019-10-18
C1805059,Unknown,12000.0,2019-10-18
A0202550,Unknown,1000.0,2019-10-18
T1190395,Unknown,60.0,2019-10-18
A0202692,Unknown,5040.0,2019-10-18
A0202501,Unknown,500.0,2019-10-18
C1804137,Unknown,69400.0,2019-10-18
C1804127,Unknown,50400.0,2019-10-18
A0202466,Unknown,58800.0,2019-10-18
C1502054,Unknown,61200.0,2019-10-18
C1502056,Unknown,100000.0,2019-10-18
MAC00001,Unknown,2.0,2019-10-18
T1190115,Unknown,50.0,2019-10-18
B0106932,USB3.0,30.0,2019-10-21
B0107209,USB3.0,6.0,2019-10-21
T2190044,Unknown,70.0,2019-10-21
B0107464,USB3.0,1000.0,2019-10-22
B0301041,其他,1000.0,2019-10-22
T1190389,Unknown,3.0,2019-10-22
C2701025,Unknown,2500.0,2019-10-22
B0107418,Unknown,2000.0,2019-10-22
T2190059,Unknown,10.0,2019-10-22
A0101207,Unknown,2500.0,2019-10-22
A0101233,Unknown,2500.0,2019-10-22
C1804102,Unknown,5000.0,2019-10-22
B0106862,USB3.0,49.0,2019-10-23
C2202059,Unknown,500.0,2019-10-23
C3001018,Unknown,5.0,2019-10-23
B0604052,Unknown,1.0,2019-10-23
C2202074,Unknown,250.0,2019-10-23
C2401032,Unknown,1120.0,2019-10-23
B0107171,其他,40.0,2019-10-24
A0202508,Unknown,1000.0,2019-10-24
A0202595,Unknown,5000.0,2019-10-24
A0202648,Unknown,5000.0,2019-10-24
A0202409,Unknown,1000.0,2019-10-24
HQPF01,Unknown,1.0,2019-10-24
A0202792,Unknown,2000.0,2019-10-24
A0202429,Unknown,5000.0,2019-10-24
A0202587,Unknown,5000.0,2019-10-24
A0202793,Unknown,1000.0,2019-10-24
B0107560,GIGE,60.0,2019-10-25
B0106746,GIGE,500.0,2019-10-25
B0106774,GIGE,25.0,2019-10-25
B0106742,GIGE,100.0,2019-10-25
B0106773,GIGE,500.0,2019-10-25
B0107594,USB3.0,2.0,2019-10-25
B0106144,其他,500.0,2019-10-25
B0107495,USB3.0,100.0,2019-10-28
B0201213,USB3.0(TYPE C),1000.0,2019-10-28
B0107049,其他,77.0,2019-10-28
C2402088,Unknown,4000.0,2019-10-28
B0106746,GIGE,10.0,2019-10-29
B0106761,USB2.0,200.0,2019-10-29
B0106682,USB2.0,500.0,2019-10-29
B0106847,USB3.0,200.0,2019-10-29
B0107078,USB3.0,20.0,2019-10-29
B0106618,USB3.0,50.0,2019-10-29
B0107078,USB3.0,122.0,2019-10-29
B0107472,USB3.0,2000.0,2019-10-29
B0107185,USB3.0,10.0,2019-10-29
B0107082,USB3.0,50.0,2019-10-29
B0107487,USB3.0,2.0,2019-10-29
B0106433,USB3.0,100.0,2019-10-29
B0107485,USB3.0,12.0,2019-10-29
B0106434,USB3.0,100.0,2019-10-29
B0106363,USB3.0,200.0,2019-10-29
B0107277,USB3.0,30.0,2019-10-29
B0107029,USB3.0,50.0,2019-10-29
B0107240,USB3.0,200.0,2019-10-29
B0106844,USB3.0,200.0,2019-10-29
B0201232,USB3.0(TYPE C),400.0,2019-10-29
B0201233,USB3.0(TYPE C),300.0,2019-10-29
B0201151,USB3.0(TYPE C),1.0,2019-10-29
B0201234,USB3.0(TYPE C),300.0,2019-10-29
B0201230,其他,60.0,2019-10-29
B0301145,其他,5.0,2019-10-29
B0106983,其他,90.0,2019-10-29
B0107588,Unknown,1.0,2019-10-29
B0107405,Unknown,1000.0,2019-10-29
T1190251,Unknown,10.0,2019-10-29
B0107548,Unknown,4.0,2019-10-29
T1190415,Unknown,1.0,2019-10-29
C3001009,Unknown,5000.0,2019-10-29
C2402123,Unknown,2400.0,2019-10-29
B0107597,Unknown,5.0,2019-10-29
A0202638,Unknown,7800.0,2019-10-29
B0107046,Unknown,15.0,2019-10-29
T1190396,Unknown,10.0,2019-10-29
C1803128,Unknown,15000.0,2019-10-29
A0202431,Unknown,5000.0,2019-10-29
T1190397,Unknown,10.0,2019-10-29
B0107008,Unknown,600.0,2019-10-29
B0107024,Unknown,10.0,2019-10-29
HQPF01,Unknown,3.0,2019-10-29
B0107624,Unknown,4.0,2019-10-29
B0105501,其他,150.0,2019-10-30
B0106273,其他,500.0,2019-10-30
B0105951,其他,2550.0,2019-10-30
B0105462,其他,100.0,2019-10-30
C1502054,Unknown,20400.0,2019-10-30
C1806022,Unknown,50000.0,2019-10-30
C1502056,Unknown,100000.0,2019-10-30
C2001643,Unknown,4200.0,2019-10-30
C1502053,Unknown,40800.0,2019-10-30
A0202409,Unknown,3000.0,2019-10-30
C2001691,Unknown,5000.0,2019-10-30
C3204001,Unknown,40000.0,2019-10-30
C2402050,Unknown,300.0,2019-10-30
C2801007,Unknown,500.0,2019-10-30
C1805059,Unknown,24000.0,2019-10-30
C0104276,Unknown,2000.0,2019-10-30
C2001623,Unknown,8400.0,2019-10-30
T1190400,Unknown,2.0,2019-10-30
B0107073,GIGE,6.0,2019-10-31
B0107157,GIGE,5.0,2019-10-31
B0107074,GIGE,1.0,2019-10-31
B0107467,GIGE,1.0,2019-10-31
B0106774,GIGE,8.0,2019-10-31
B0106742,GIGE,160.0,2019-10-31
B0106815,GIGE,100.0,2019-10-31
B0105990,USB2.0,25000.0,2019-10-31
B0106798,USB2.0,10000.0,2019-10-31
B0106383,USB2.0,1050.0,2019-10-31
B0106378,USB2.0,18750.0,2019-10-31
B0106797,USB2.0,28350.0,2019-10-31
B0102359,USB3.0,3900.0,2019-10-31
B0107464,USB3.0,1000.0,2019-10-31
B0107286,USB3.0,16.0,2019-10-31
B0107590,USB3.0,2.0,2019-10-31
B0106862,USB3.0,500.0,2019-10-31
B0106865,USB3.0,1000.0,2019-10-31
B0106850,USB3.0,2.0,2019-10-31
B0107431,USB3.0,25.0,2019-10-31
B0201213,USB3.0(TYPE C),1500.0,2019-10-31
B0105992,其他,35125.0,2019-10-31
B0105951,其他,6150.0,2019-10-31
B0101957,其他,21400.0,2019-10-31
B0107173,其他,5100.0,2019-10-31
B0106748,其他,110.0,2019-10-31
B0102375,其他,1300.0,2019-10-31
B0101939,其他,10010.0,2019-10-31
B0106297,其他,3500.0,2019-10-31
B0301041,其他,1000.0,2019-10-31
B0107313,其他,612.0,2019-10-31
B0106054,其他,10000.0,2019-10-31
B0105340,其他,5280.0,2019-10-31
B0107347,其他,960.0,2019-10-31
B0107312,其他,100.0,2019-10-31
B0102376,其他,1300.0,2019-10-31
B0106840,Unknown,5.0,2019-10-31
A0202597,Unknown,5000.0,2019-10-31
B0107145,Unknown,2.0,2019-10-31
A0202429,Unknown,5000.0,2019-10-31
B0106359,Unknown,100.0,2019-10-31
T1190414,Unknown,3.0,2019-10-31
T1190413,Unknown,1.0,2019-10-31
C3001007,Unknown,15010.0,2019-10-31
T1190401,Unknown,1.0,2019-10-31
A0202665,Unknown,10080.0,2019-10-31
T1190399,Unknown,80.0,2019-10-31
B0106746,GIGE,32.0,2019-11-01
B0107487,USB3.0,1.0,2019-11-01
B0107487,USB3.0,5.0,2019-11-01
T2190054,Unknown,2.0,2019-11-01
T1190412,Unknown,1.0,2019-11-01
T2190055,Unknown,2.0,2019-11-01
B0106142,其他,200.0,2019-11-04
T1190426,Unknown,2.0,2019-11-04
T1190429,Unknown,1.0,2019-11-04
T1190398,Unknown,5.0,2019-11-04
A0202694,Unknown,4000.0,2019-11-04
T1190427,Unknown,1.0,2019-11-04
T1190428,Unknown,1.0,2019-11-04
B0107170,USB3.0,120.0,2019-11-05
T1190417,Unknown,1.0,2019-11-05
T1190416,Unknown,1.0,2019-11-05
FFS00001,Unknown,7000.0,2019-11-05
B0201190,USB2.0(TYPE C),700.0,2019-11-06
A0202677,Unknown,5000.0,2019-11-06
T1190422,Unknown,7.0,2019-11-06
B0106667,其他,300.0,2019-11-07
B0105796,其他,40.0,2019-11-07
A0202665,Unknown,10080.0,2019-11-07
T1190430,Unknown,7.0,2019-11-07
C3301010,Unknown,500.0,2019-11-07
A0202747,Unknown,1000.0,2019-11-07
A0202472,Unknown,1700.0,2019-11-07
C3301015,Unknown,500.0,2019-11-07
C3301008,Unknown,500.0,2019-11-07
A0202511,Unknown,1000.0,2019-11-07
A0202430,Unknown,5200.0,2019-11-07
A0202505,Unknown,5000.0,2019-11-07
A0202501,Unknown,3000.0,2019-11-07
B0107418,Unknown,3000.0,2019-11-07
C3301013,Unknown,500.0,2019-11-07
B0106746,GIGE,10.0,2019-11-08
B0106742,GIGE,15.0,2019-11-08
B0107074,GIGE,1.0,2019-11-08
B0107242,GIGE,5.0,2019-11-08
B0106773,GIGE,2.0,2019-11-08
B0107298,USB3.0,200.0,2019-11-08
B0107286,USB3.0,13.0,2019-11-08
B0107078,USB3.0,48.0,2019-11-08
B0107487,USB3.0,4.0,2019-11-08
B0107078,USB3.0,60.0,2019-11-08
B0107485,USB3.0,10.0,2019-11-08
B0201230,其他,148.0,2019-11-08
B0107171,其他,455.0,2019-11-08
B0106750,其他,204.0,2019-11-08
B0106854,其他,87.0,2019-11-08
HQT001,Unknown,1.0,2019-11-08
T1190168,Unknown,4.0,2019-11-08
T1190432,Unknown,2.0,2019-11-08
T1190019,Unknown,10.0,2019-11-08
T1190420,Unknown,1.0,2019-11-08
T1190421,Unknown,1.0,2019-11-08
